hour,weekday,service_avg_minutes,queue_length,counters_active,priority,wait_minutes
9,5,25,6,5,4,11
15,4,25,14,3,1,73
13,1,12,5,4,2,12
13,0,35,7,4,1,75
12,2,25,7,3,1,81
13,1,12,9,2,3,38
16,3,10,8,3,1,26
15,4,12,16,4,3,42
16,1,18,8,3,1,43
13,1,20,6,3,3,31
10,2,35,10,2,3,180
12,1,18,7,3,1,19
11,3,25,11,4,1,89
10,3,25,10,2,1,127
15,1,35,9,3,1,96
13,3,12,7,5,1,19
13,4,20,9,4,4,12
13,6,30,4,3,1,24
16,5,10,4,3,2,12
9,3,18,14,3,1,64
14,5,20,9,3,1,52
17,1,30,8,3,1,106
8,1,10,9,2,1,54
13,5,12,3,3,3,10
13,4,35,6,5,2,32
9,5,15,7,3,1,48
14,3,20,11,4,4,20
15,4,12,11,4,1,32
9,1,15,14,3,1,49
11,2,30,9,2,1,119
8,5,20,5,2,2,28
11,4,18,11,3,3,49
17,3,12,9,4,2,23
13,2,30,8,5,2,24
10,2,30,20,3,1,180
15,1,25,16,4,1,100
15,3,10,13,3,1,53
13,4,35,9,3,1,112
13,6,30,6,2,1,98
15,4,15,9,4,1,26
15,4,12,12,3,1,52
14,2,12,12,5,2,30
15,4,25,11,5,4,21
14,1,15,13,5,1,59
10,1,20,11,3,1,121
13,6,18,3,5,1,13
13,1,18,6,3,1,40
12,2,15,9,3,2,35
8,6,10,7,4,3,14
12,2,25,8,4,1,52
11,2,10,10,4,4,7
13,2,15,6,3,1,32
9,4,10,9,2,1,57
15,2,20,11,4,1,64
14,6,15,9,4,3,31
13,2,35,5,2,1,57
11,4,10,14,3,2,33
10,4,15,13,3,1,107
12,2,20,7,3,1,31
17,1,30,10,3,1,81
14,6,25,7,3,1,58
16,5,12,6,2,2,31
10,5,35,8,4,1,98
10,5,12,7,3,1,43
15,1,12,12,3,1,58
17,2,10,9,5,2,10
16,3,15,12,2,3,47
8,4,30,9,4,1,64
14,1,30,10,3,2,90
15,1,25,7,2,1,63
10,3,35,8,4,1,15
14,3,35,10,3,1,117
16,0,25,7,3,1,46
12,1,10,5,2,1,23
14,1,10,12,3,2,40
13,5,18,4,3,1,29
14,4,12,10,4,1,61
13,2,15,8,4,1,37
15,4,25,12,3,1,81
10,2,20,12,5,1,53
11,4,12,11,2,1,57
17,4,30,8,3,2,62
13,0,30,6,4,1,40
13,4,25,6,3,1,36
13,2,35,7,2,4,47
11,1,30,11,3,1,100
11,1,25,14,3,1,145
11,4,25,11,4,1,104
10,3,18,11,3,1,97
12,4,12,7,4,2,11
14,2,18,12,2,1,86
8,3,10,10,3,1,29
12,4,35,6,4,1,44
13,5,18,3,5,1,10
10,6,18,8,3,1,26
14,1,15,17,4,1,40
10,1,18,8,5,4,8
11,2,30,21,4,1,173
10,5,25,7,5,2,34
9,2,30,11,3,1,85
16,3,12,11,3,1,65
14,0,10,12,4,1,33
12,4,10,8,3,3,16
11,1,35,17,4,1,152
14,1,12,12,2,1,97
13,5,35,6,3,1,56
8,2,15,9,3,1,65
14,1,25,15,5,1,84
12,2,10,10,2,1,47
10,2,25,13,4,1,120
9,4,30,20,3,1,180
14,2,12,18,2,1,150
12,0,35,6,3,4,29
15,2,30,13,2,1,180
15,4,20,11,3,1,79
14,6,18,9,2,1,100
14,3,35,13,3,1,180
13,2,35,7,4,1,41
13,4,10,6,4,3,16
13,3,25,5,3,1,45
12,4,20,7,3,1,51
8,1,10,7,5,2,7
13,3,18,9,3,1,69
12,1,10,8,4,4,5
10,5,10,7,2,1,29
9,0,10,16,3,2,27
11,5,25,6,4,4,7
13,1,10,6,3,3,20
12,4,10,6,3,1,14
11,2,10,17,3,1,42
9,2,10,13,3,2,29
13,1,35,6,3,1,86
11,4,20,10,3,4,18
10,1,30,11,3,1,133
14,2,30,12,4,3,81
9,3,30,14,5,1,108
12,1,18,6,3,1,44
12,2,15,5,3,1,31
12,1,15,10,3,1,39
16,1,18,8,3,1,53
11,4,35,12,4,3,146
12,1,35,7,2,1,132
9,3,18,11,2,1,135
15,4,25,12,4,2,58
10,2,18,17,4,2,45
9,1,20,15,2,1,156
13,3,25,8,4,1,45
10,3,12,14,3,3,96
9,4,10,8,3,1,21
11,2,20,12,3,1,142
12,1,15,7,3,1,28
12,4,12,5,2,3,29
12,3,18,6,4,2,21
16,3,15,11,4,1,49
8,3,35,7,3,1,114
9,2,12,6,4,1,16
11,2,20,17,3,3,141
13,5,18,3,2,1,24
13,3,30,6,3,1,68
12,2,18,9,3,2,23
13,3,35,6,3,1,60
10,2,15,14,2,1,154
10,2,15,7,3,2,36
12,4,10,9,3,3,25
9,4,12,15,3,3,39
12,2,30,7,3,3,76
13,1,35,6,3,1,74
12,2,35,9,4,1,120
13,3,25,8,3,1,65
15,4,20,10,2,1,138
17,1,25,9,2,2,54
14,1,10,13,3,1,45
12,4,25,6,5,1,26
13,3,18,7,4,1,34
13,5,35,3,2,1,62
16,2,35,7,3,1,99
12,0,20,8,4,3,32
11,6,18,6,2,1,59
12,3,12,6,4,1,18
12,4,10,7,3,1,24
17,5,12,5,3,1,27
14,6,35,10,4,1,129
12,3,35,5,3,1,47
11,2,12,11,4,3,31
13,1,25,7,3,2,33
14,2,18,16,4,1,114
8,3,20,10,3,4,22
13,4,20,6,5,1,20
12,4,10,7,4,2,8
11,1,30,14,3,3,95
14,4,25,20,4,1,180
13,3,10,5,3,4,3
16,4,12,8,4,1,31
12,4,12,6,3,1,27
11,3,10,9,3,1,29
14,4,20,11,2,2,98
15,4,20,14,4,4,20
9,1,18,9,4,1,35
14,3,15,15,3,1,117
12,1,20,5,5,1,21
11,1,12,15,4,1,47
11,3,18,11,5,1,72
11,1,20,11,4,3,56
10,3,35,14,5,1,116
14,1,18,11,4,1,60
9,2,25,12,4,3,50
14,5,25,4,4,4,8
14,3,15,14,2,1,99
9,4,12,13,4,1,20
13,1,30,8,3,3,75
8,0,20,8,2,1,66
12,2,15,6,4,1,10
11,4,10,20,4,3,45
8,4,25,11,3,1,118
14,5,18,7,3,2,32
13,2,30,6,2,1,108
12,5,18,3,5,3,10
13,1,35,6,4,1,29
10,1,25,10,3,1,97
16,2,35,12,3,1,180
10,6,35,7,4,1,93
16,1,25,9,2,2,129
12,3,35,7,3,1,44
13,2,15,5,4,1,17
17,3,12,6,2,1,40
11,2,30,13,3,1,180
13,0,35,6,4,1,62
11,3,10,15,2,2,21
13,1,20,5,3,1,32
15,3,25,15,3,1,130
11,4,35,13,2,1,180
15,3,35,13,2,1,180
13,4,18,6,4,3,21
13,2,18,7,4,1,43
10,2,30,16,4,1,54
11,6,12,8,4,1,20
14,2,25,14,3,1,159
12,4,18,6,4,1,12
12,4,20,8,4,1,46
14,3,20,11,4,1,68
15,1,35,10,5,4,20
14,3,12,19,4,1,67
10,5,12,7,2,1,52
12,2,30,8,3,1,83
11,2,30,14,2,1,180
10,4,20,15,2,1,60
8,1,35,8,4,1,73
13,1,10,11,3,1,40
10,4,35,12,4,2,51
12,2,35,6,5,1,56
8,0,25,8,3,1,78
10,2,25,12,4,2,61
15,1,12,14,5,1,32
9,1,25,12,5,1,73
12,4,18,7,5,2,20
11,3,35,12,3,1,141
9,3,18,17,2,2,134
16,3,12,12,4,3,29
16,2,20,8,3,1,85
12,2,20,8,3,2,27
17,1,15,7,2,2,33
10,1,20,13,4,1,43
12,2,10,8,3,2,16
8,2,25,6,2,4,20
17,3,30,8,3,1,73
12,2,10,8,4,1,6
15,5,20,6,2,1,55
15,1,12,7,2,3,35
16,3,30,7,3,1,52
10,3,30,14,4,1,49
8,2,30,9,3,1,85
13,5,18,3,3,1,20
12,4,15,7,3,1,33
9,6,15,8,2,1,34
10,5,12,7,4,1,34
15,4,30,16,2,1,180
13,6,30,3,4,1,21
8,4,25,7,4,1,34
9,1,20,21,4,1,88
11,5,30,10,2,2,117
10,3,12,19,4,2,33
10,4,25,16,3,3,115
9,1,10,11,2,1,86
13,5,10,4,4,1,11
10,3,25,13,3,1,86
15,3,18,13,3,4,30
13,2,20,5,3,1,54
16,5,20,4,4,1,20
17,3,20,13,4,1,59
10,3,15,14,2,1,146
9,3,15,13,3,2,55
11,1,35,14,3,3,180
13,3,35,5,3,1,68
13,4,18,8,4,2,18
11,0,18,13,5,3,49
12,4,25,6,2,1,105
16,6,18,10,4,1,44
15,1,20,12,4,1,53
14,3,20,17,3,1,180
14,3,18,10,2,1,106
10,1,12,17,3,1,81
15,2,25,18,2,2,157
8,2,35,11,4,2,66
12,2,18,10,2,1,72
12,4,10,8,4,1,21
11,1,30,10,4,1,88
11,2,18,8,4,1,40
17,4,25,11,4,2,64
15,4,35,11,3,1,176
11,3,12,18,3,2,65
10,5,25,8,3,1,104
11,0,20,11,3,1,47
11,4,25,10,3,1,153
13,4,15,6,4,2,14
14,3,15,17,4,1,65
10,3,20,12,3,1,130
11,3,35,15,3,1,180
12,5,25,5,2,1,43
16,3,18,8,5,1,25
13,2,15,7,4,1,38
14,2,18,16,4,1,93
10,3,18,9,3,1,87
15,3,25,15,4,1,66
12,0,15,9,3,1,39
12,2,12,5,5,1,19
11,2,25,10,3,2,76
14,2,10,13,4,1,31
12,2,15,6,4,4,5
14,5,35,8,4,1,85
15,3,10,17,3,1,59
17,0,12,13,3,1,30
17,3,12,10,4,1,26
9,2,12,13,3,1,41
16,5,10,6,2,1,37
11,1,20,9,4,1,59
16,4,12,8,2,1,34
11,2,12,16,2,1,112
14,1,10,11,2,1,68
15,6,25,12,3,1,111
15,2,30,15,3,1,119
10,3,12,9,4,1,30
13,0,10,5,3,4,6
10,2,25,11,2,4,32
10,6,25,6,4,1,26
11,5,25,9,2,1,127
10,4,12,14,2,2,95
9,3,10,15,4,1,23
11,4,30,19,3,2,167
10,2,20,16,2,1,180
15,0,20,7,4,2,19
15,3,25,19,2,3,180
15,4,30,13,3,1,180
14,3,18,17,2,3,180
12,3,18,8,3,3,31
12,5,25,3,3,2,18
15,4,18,13,3,2,39
8,4,10,11,5,1,27
11,0,35,9,3,1,137
10,5,15,4,5,2,14
15,3,20,12,4,2,55
12,5,15,4,2,1,35
12,4,15,6,5,1,13
13,4,20,6,4,1,30
10,5,30,6,4,4,22
9,2,25,11,4,1,52
9,1,25,11,3,4,29
11,3,20,9,4,1,45
13,0,18,5,4,1,32
15,2,15,14,2,1,149
11,3,10,18,2,1,118
16,5,30,7,3,3,44
15,3,20,15,4,1,72
12,1,15,7,2,1,59
13,1,18,5,3,1,17
10,1,10,8,2,1,67
12,2,35,6,5,3,26
11,4,12,18,4,1,80
15,4,25,12,2,1,178
8,0,18,10,3,3,56
11,1,35,11,2,1,180
13,4,18,7,3,1,32
14,4,15,12,3,3,70
14,2,35,18,2,2,153
15,4,30,10,3,1,81
14,2,20,9,3,1,106
11,1,15,14,3,4,5
10,4,25,11,3,2,63
11,3,12,15,3,1,44
15,3,30,17,4,1,109
15,2,18,18,5,1,65
14,4,20,14,2,1,145
12,3,10,7,3,1,20
13,2,25,7,4,1,58
12,4,12,7,2,1,34
12,4,15,8,3,1,21
13,4,30,6,5,1,29
16,4,10,9,3,1,28
9,1,12,11,4,1,39
14,2,18,14,3,1,98
9,6,10,9,2,2,43
16,5,15,6,4,1,15
11,3,10,22,3,4,21
11,4,18,12,3,1,114
14,2,30,10,4,2,70
12,3,10,6,2,3,18
13,6,18,4,5,1,19
12,1,12,10,3,1,40
8,2,25,7,3,3,56
13,3,35,5,3,1,48
11,3,20,12,3,1,24
8,4,15,11,4,1,31
10,4,30,11,3,2,132
13,2,25,9,4,4,14
13,0,18,6,3,1,24
12,2,25,6,3,2,23
15,4,10,15,3,1,24
11,4,35,10,3,3,85
8,2,15,9,2,1,51
13,3,10,7,3,1,27
12,2,30,11,4,1,156
17,6,10,7,3,1,34
9,2,12,12,4,1,33
14,5,35,7,3,2,61
10,4,15,16,2,1,165
17,2,20,8,4,2,30
15,3,25,12,4,1,113
14,6,30,10,2,1,180
17,3,12,8,3,1,41
15,6,10,7,2,4,3
14,2,15,18,4,1,90
11,4,15,12,3,4,17
9,3,18,10,5,3,33
17,3,20,11,3,1,43
10,3,35,12,4,1,169
15,2,30,11,4,2,84
9,4,10,9,3,1,33
16,4,20,8,3,1,54
12,4,18,8,3,4,14
11,1,30,11,3,3,86
8,2,35,12,2,1,148
17,3,15,10,4,2,28
13,1,15,9,2,1,48
13,4,35,6,2,1,121
8,3,20,8,4,1,32
11,2,30,12,3,1,176
12,1,20,10,5,1,25
14,3,18,12,2,1,125
9,1,10,14,4,1,41
14,3,35,17,3,1,135
10,3,35,6,4,1,53
11,1,18,12,3,1,103
12,3,10,8,4,2,16
13,4,15,11,2,1,93
16,2,12,10,4,1,11
15,2,35,13,2,1,180
10,5,20,10,4,1,66
10,1,25,12,4,1,96
13,4,15,6,4,1,15
10,4,18,11,3,3,80
11,4,18,12,2,2,77
11,2,25,13,3,1,132
11,1,18,10,4,1,46
16,4,10,11,4,1,18
9,2,20,15,2,3,114
12,3,35,7,4,1,83
17,2,35,10,3,1,86
16,1,18,8,2,1,83
12,4,25,9,3,1,102
10,3,20,12,3,1,115
11,3,30,13,4,4,37
15,1,20,11,3,1,91
8,1,18,7,3,2,25
13,1,25,9,3,3,35
10,4,25,9,2,1,110
12,1,35,5,3,3,41
15,1,18,10,3,3,68
12,4,15,6,4,1,22
10,3,12,12,3,2,47
12,2,20,6,3,1,49
10,3,15,9,2,2,67
10,3,35,13,2,1,180
9,5,10,6,3,1,19
12,5,35,4,4,1,44
13,2,30,8,3,3,42
17,2,12,8,4,2,22
13,4,10,6,3,1,13
11,3,18,11,3,1,92
13,3,20,6,3,2,33
12,2,25,7,5,1,29
10,1,35,14,2,1,180
17,0,12,15,3,1,42
11,2,35,16,5,1,117
17,2,30,8,2,1,94
12,4,30,6,2,1,92
12,4,30,6,3,2,43
12,3,15,8,2,2,60
16,2,20,12,4,2,51
15,3,20,12,5,3,42
13,4,15,8,3,2,17
11,1,10,14,2,2,61
14,1,30,11,3,1,133
12,3,18,8,3,1,34
16,3,10,8,2,1,24
9,5,30,7,3,1,38
10,3,15,15,2,3,34
9,4,12,15,2,1,64
13,3,18,5,3,3,29
17,2,25,6,4,1,28
15,2,15,17,2,3,55
16,1,35,10,2,1,180
12,4,10,7,3,3,23
12,4,30,6,2,1,99
14,5,15,7,3,1,21
10,2,10,12,3,1,49
12,2,18,5,2,2,35
12,0,30,6,4,1,52
8,6,18,4,3,3,26
13,2,15,8,5,4,5
14,2,35,13,3,3,146
13,4,12,5,4,1,21
12,6,35,5,2,1,82
17,2,15,14,2,1,90
12,0,25,9,3,1,94
11,1,15,16,3,1,73
17,6,30,6,3,1,89
14,1,25,16,4,1,167
11,5,30,9,2,3,175
8,2,10,12,4,1,37
12,1,30,6,2,1,85
14,4,30,12,2,1,113
9,2,10,12,2,2,37
13,2,12,7,2,3,39
13,2,10,7,3,1,27
11,1,10,8,2,1,42
13,2,10,6,3,2,8
13,2,20,7,4,2,18
10,2,12,10,4,1,32
8,4,30,8,4,3,62
11,6,35,9,4,1,88
13,1,18,5,4,1,25
12,3,12,9,2,1,37
9,1,30,12,2,1,135
12,5,20,5,3,1,33
15,2,20,7,2,1,96
12,3,12,6,3,1,23
16,1,35,9,3,2,84
8,4,20,9,3,1,42
13,2,18,8,3,1,59
13,3,35,6,2,1,109
13,3,35,6,3,1,57
14,3,35,11,3,2,116
15,4,35,14,4,4,37
15,0,12,11,3,1,52
12,2,12,8,2,1,50
12,3,35,6,5,1,39
17,0,10,8,3,1,33
9,4,10,12,3,1,45
13,1,12,7,3,1,29
11,1,25,11,4,2,37
12,3,35,10,3,3,144
12,5,18,4,2,1,30
16,3,18,9,3,1,47
15,0,12,14,3,1,42
13,2,15,9,3,3,44
14,5,15,7,3,4,8
12,3,25,5,3,1,46
14,5,15,7,2,1,44
10,4,20,14,4,1,81
11,1,25,18,3,1,156
15,3,15,16,2,1,120
12,5,25,4,4,3,18
11,2,10,13,3,4,21
13,2,10,6,5,2,5
11,3,35,16,5,1,128
12,3,15,7,4,2,19
10,6,25,7,3,1,74
13,5,20,3,4,4,5
10,3,30,15,3,1,180
16,6,15,7,4,1,29
14,0,18,19,3,4,59
13,5,35,3,3,1,48
11,4,20,15,2,1,126
16,4,20,8,4,1,45
12,2,25,8,4,1,23
10,3,35,8,3,1,129
9,1,10,9,2,1,3
10,2,10,10,3,1,38
11,0,25,14,5,1,91
12,1,25,7,4,1,52
11,4,30,13,4,1,109
8,4,12,12,4,2,29
11,2,10,12,4,1,41
11,4,30,8,4,1,93
13,4,35,9,4,1,108
15,0,18,9,3,1,51
15,1,20,14,2,1,122
11,4,18,11,4,1,48
9,2,30,13,2,1,175
8,2,25,11,4,2,40
16,2,15,6,3,1,20
14,2,12,15,4,1,40
13,0,30,9,3,2,74
15,2,15,10,3,2,60
15,6,35,7,4,1,56
11,6,35,9,3,1,140
13,1,12,5,5,3,9
12,5,12,5,3,3,6
13,5,30,4,2,1,62
16,1,10,10,2,3,38
12,6,15,5,3,1,29
9,2,12,14,3,1,65
12,2,15,8,4,1,37
15,1,25,15,3,3,132
10,3,15,9,4,1,49
9,1,35,10,5,2,71
14,5,20,7,2,1,83
10,0,35,19,5,3,98
13,3,10,7,3,3,27
9,2,20,11,3,1,102
10,4,15,12,2,1,59
15,0,12,14,5,1,19
16,1,18,10,5,1,29
13,3,30,7,3,2,31
13,1,10,9,4,1,30
12,0,12,9,4,1,34
11,4,25,13,3,1,125
14,3,12,13,4,2,36
15,5,20,7,3,3,31
14,2,20,12,3,1,111
10,5,35,7,5,1,53
12,5,30,4,5,2,17
11,2,18,12,3,1,71
10,1,15,10,4,1,46
13,4,12,6,3,2,8
16,3,25,7,3,1,50
10,3,30,14,3,3,139
11,6,12,6,3,1,17
15,1,12,13,4,4,22
14,4,20,12,3,1,76
13,1,20,9,3,1,35
10,2,18,15,3,1,107
12,1,10,6,3,1,21
17,4,18,7,3,1,35
14,1,12,9,4,1,31
8,0,10,13,4,1,37
13,2,10,7,3,1,28
12,4,10,6,3,1,27
13,6,30,4,2,2,29
11,5,25,7,4,1,64
13,4,12,7,4,1,11
12,4,35,10,4,1,67
10,4,30,16,5,4,33
9,1,30,15,3,3,45
9,3,12,11,3,1,37
12,6,12,4,3,2,12
15,3,35,9,4,1,115
14,4,35,16,4,1,161
9,2,10,16,3,1,62
12,5,35,4,3,1,25
13,6,35,4,3,1,42
12,2,15,7,3,2,31
11,2,25,16,3,2,86
12,0,20,8,4,2,39
13,2,35,8,5,1,50
14,4,18,15,4,1,91
10,4,20,12,2,1,140
11,2,18,14,3,1,87
17,2,15,9,3,1,32
12,4,10,10,2,1,11
13,4,10,9,3,3,34
16,3,35,8,3,1,99
15,2,20,12,3,1,61
10,1,30,13,3,2,107
11,3,30,12,2,1,180
17,4,15,7,2,1,57
16,4,10,12,4,1,50
14,1,20,11,4,1,70
17,6,25,6,3,1,64
12,3,15,6,4,1,17
13,4,35,7,3,2,28
11,1,30,10,4,1,106
15,1,25,14,4,1,152
12,1,18,8,4,1,37
11,5,18,7,3,1,48
11,1,15,12,2,2,89
15,3,35,12,4,1,162
15,3,10,13,4,4,14
13,6,10,4,3,1,14
13,4,10,7,3,4,7
12,4,25,7,3,1,47
12,4,18,9,2,1,59
9,2,20,20,3,1,106
12,4,15,8,4,3,28
14,1,12,12,5,1,44
11,5,15,7,4,1,44
10,3,25,11,5,3,40
10,1,20,12,4,1,82
12,5,15,3,3,2,9
17,1,25,9,2,3,75
15,2,10,11,4,1,32
11,3,25,11,5,1,76
12,1,15,6,4,1,15
13,1,18,5,3,1,45
11,1,15,19,2,4,28
17,5,30,5,5,1,20
14,4,12,15,2,1,102
15,1,25,12,4,2,24
16,1,35,9,3,1,92
17,4,30,7,2,1,86
12,3,15,5,2,2,28
10,3,25,13,3,1,129
15,4,12,11,3,1,40
17,3,10,9,4,2,12
16,0,12,9,3,1,32
8,3,30,9,3,2,44
11,4,35,13,3,1,180
10,3,18,14,4,1,49
16,2,30,13,3,1,81
9,6,20,9,4,1,62
10,4,10,15,3,1,44
17,3,18,9,3,1,80
11,2,15,13,3,3,98
14,1,15,11,4,1,65
10,5,10,4,3,1,4
13,5,25,4,2,2,27
13,0,35,6,4,2,24
11,4,18,9,4,1,43
15,3,12,11,3,1,54
15,2,20,10,3,4,13
14,1,15,13,4,1,73
17,5,35,4,4,4,7
11,4,35,15,3,1,180
8,5,35,6,4,1,30
17,4,25,10,3,1,98
13,4,10,6,2,1,45
8,1,25,7,5,4,7
15,3,15,12,4,1,48
8,1,25,9,3,2,45
10,2,12,16,2,1,57
11,5,15,10,5,2,23
16,4,25,8,4,1,67
9,3,10,18,5,3,38
15,3,20,19,3,2,38
16,1,35,12,4,1,101
10,4,12,8,4,1,29
11,0,20,14,2,1,180
17,3,30,9,2,1,180
17,3,12,7,2,1,51
17,1,10,8,5,4,5
15,1,12,16,4,1,37
13,1,10,9,5,1,16
9,3,20,12,3,1,70
14,1,12,11,4,2,28
17,2,25,8,4,1,58
15,4,35,14,3,1,119
10,3,18,14,5,1,53
8,5,20,5,4,1,14
14,5,10,4,2,1,12
12,3,20,8,3,1,51
16,4,10,8,4,1,8
9,4,20,14,3,1,91
11,4,25,14,3,2,80
15,5,20,7,5,2,18
11,4,12,14,3,1,77
9,1,20,15,5,1,58
11,3,20,11,3,3,85
10,3,35,9,3,1,117
10,5,30,10,3,1,83
17,1,30,10,4,1,52
14,1,20,11,3,1,104
15,2,35,12,3,1,115
14,4,20,18,4,3,76
16,0,15,11,2,3,49
13,3,35,8,2,1,70
16,0,12,14,5,2,20
13,2,12,6,3,2,14
8,4,25,7,4,1,51
15,0,18,14,3,3,68
12,4,25,8,4,2,40
10,2,20,18,3,1,180
12,4,10,5,3,1,9
14,5,30,6,4,1,43
17,1,20,7,4,1,51
13,3,20,6,4,1,7
17,4,15,9,3,1,52
14,1,25,13,4,1,81
14,3,10,15,5,2,24
13,0,10,7,2,1,32
9,4,10,14,2,1,61
13,3,15,7,2,1,69
13,2,35,9,3,3,108
12,3,30,5,3,1,22
9,3,18,13,3,1,93
9,2,20,15,4,1,90
11,1,18,12,2,1,172
10,6,35,8,3,1,62
14,5,20,7,4,3,34
8,3,12,13,5,1,32
8,4,18,9,4,2,19
13,4,18,7,4,1,21
14,1,20,16,4,4,37
14,3,20,14,2,1,139
9,4,10,17,4,1,62
12,1,10,5,3,1,18
13,0,15,8,4,2,23
12,2,12,8,4,1,33
13,2,15,6,4,2,17
15,2,25,10,2,1,58
13,5,12,4,2,2,13
14,2,10,20,3,4,19
8,4,10,10,3,1,38
13,6,10,3,4,1,8
8,2,30,8,3,3,69
16,4,20,8,3,1,39
10,1,18,10,5,1,39
12,4,18,6,4,4,10
16,1,35,7,4,1,70
9,2,18,13,5,1,53
11,0,10,11,2,3,36
17,2,12,7,3,2,33
12,2,12,5,4,2,15
14,3,15,11,2,2,95
16,1,12,7,4,3,24
13,4,35,7,4,2,25
11,3,12,9,5,1,32
12,0,15,6,2,1,44
14,5,30,9,4,1,79
10,2,18,11,3,2,53
13,6,18,3,2,4,5
12,4,15,7,3,2,28
12,2,10,8,3,2,23
12,3,12,6,2,1,30
9,2,15,12,5,1,28
17,4,12,10,2,1,18
11,3,15,17,4,1,124
9,4,10,14,4,1,37
12,3,25,6,4,1,35
12,1,18,8,3,1,32
16,6,12,4,4,1,7
13,4,25,9,4,1,40
11,5,25,6,4,1,23
11,4,18,13,4,2,50
8,2,20,6,4,1,48
11,6,12,7,3,1,42
15,1,25,10,4,1,86
11,3,15,12,3,1,56
14,2,20,8,5,1,36
9,2,18,10,3,2,52
12,2,18,6,3,1,27
9,5,30,8,4,1,59
13,6,30,4,2,1,46
10,4,20,14,3,1,104
11,6,20,9,3,1,64
14,2,12,13,3,1,74
12,4,12,7,2,2,37
9,4,35,17,5,1,93
15,4,18,10,4,1,68
8,0,15,7,5,4,11
16,4,20,8,3,2,46
10,1,18,19,2,2,180
13,4,10,7,4,1,9
11,3,18,13,3,3,95
15,2,30,9,3,1,115
17,5,25,7,3,1,45
14,3,35,16,4,1,168
11,5,20,7,4,1,60
13,4,30,8,3,1,93
13,2,30,7,3,1,82
12,1,30,5,3,2,28
11,1,18,12,4,1,67
12,6,35,3,4,2,22
12,0,30,6,3,2,70
9,1,12,12,3,1,55
17,3,20,7,3,1,30
17,3,12,10,4,3,16
10,5,12,8,3,2,21
10,2,15,12,3,1,43
10,2,20,10,3,2,56
11,4,35,18,5,2,84
12,4,20,7,4,2,38
13,4,20,6,2,1,66
11,5,20,7,5,1,33
17,3,20,8,3,1,83
8,5,15,4,5,2,12
14,4,12,17,3,1,91
15,3,25,13,2,1,91
12,1,25,6,4,1,54
10,3,18,14,4,3,77
9,1,25,11,3,1,98
9,1,20,12,3,1,90
14,2,30,10,4,1,136
13,4,20,8,3,3,54
11,4,10,17,4,2,29
10,5,15,4,3,1,33
14,4,25,14,3,1,165
12,3,15,10,3,1,22
11,3,18,14,3,3,69
11,3,18,17,2,1,180
13,1,18,7,3,1,52
15,1,15,12,2,1,76
15,2,18,9,4,4,12
12,2,10,7,5,1,14
15,2,10,12,3,1,35
12,5,18,3,4,1,10
15,2,18,12,5,1,13
17,0,12,8,4,1,12
12,3,18,5,5,2,18
12,3,30,5,3,1,67
10,1,15,13,4,2,35
15,4,10,12,4,3,25
9,4,25,11,2,1,180
15,2,10,11,5,3,20
17,3,15,8,5,1,25
11,2,20,11,5,2,29
17,0,20,8,3,1,80
12,3,15,10,4,1,52
16,1,35,8,2,1,180
9,5,15,6,2,1,62
13,4,20,5,3,1,25
15,4,15,15,3,1,73
15,2,25,16,4,1,119
11,2,35,14,3,1,180
12,1,30,5,3,1,39
13,1,15,6,2,3,48
10,2,30,14,4,1,150
13,6,12,3,4,1,9
14,2,20,13,4,1,72
12,0,20,8,3,1,40
13,1,25,7,2,1,95
15,1,20,13,4,1,74
15,2,18,14,3,1,85
11,1,35,14,4,1,143
13,2,15,9,4,1,33
12,5,30,3,3,1,51
11,5,25,4,3,1,60
14,2,35,16,4,2,180
10,0,35,19,5,1,180
11,4,12,14,2,1,63
11,4,30,14,3,1,180
11,3,12,14,4,1,39
17,2,30,7,5,1,30
13,4,25,11,3,1,75
11,4,18,17,3,1,109
14,2,20,16,4,3,91
10,1,30,12,3,1,175
15,3,25,18,4,1,129
10,3,35,10,3,4,31
10,4,12,11,2,1,76
11,5,10,6,4,3,14
9,4,10,6,2,1,29
13,1,15,7,4,1,22
15,1,30,9,3,1,89
13,4,30,5,3,1,68
8,0,18,7,3,1,54
13,2,25,8,3,2,27
17,4,12,6,3,2,19
13,4,35,7,4,2,34
15,0,25,12,2,1,180
16,4,35,11,3,1,99
8,5,20,6,3,1,57
11,4,18,13,2,2,49
11,4,18,17,4,1,107
16,4,18,9,2,1,52
9,3,20,12,3,2,72
12,4,10,6,3,1,15
15,3,25,10,4,1,79
12,3,10,9,4,3,16
12,3,15,8,4,1,29
10,5,30,6,5,2,26
13,5,15,3,4,1,11
12,2,18,6,3,2,25
12,3,30,6,5,1,47
12,2,10,9,3,2,16
17,2,12,10,4,3,14
12,2,12,6,3,2,13
12,6,15,4,4,1,20
10,3,35,10,4,1,116
13,3,35,12,5,1,94
17,0,10,10,3,2,13
14,2,15,11,5,3,27
10,2,10,15,4,1,46
12,5,25,4,4,3,12
12,4,25,7,4,1,57
12,2,30,6,2,1,107
14,4,25,12,4,1,71
12,6,25,4,3,2,22
13,5,35,7,2,1,79
12,4,15,6,3,4,6
8,1,30,10,3,1,94
15,4,35,10,2,3,143
12,2,35,6,2,1,91
9,1,12,13,2,1,96
12,3,15,7,3,1,15
9,3,20,15,4,1,92
11,1,10,14,4,1,24
15,4,35,12,4,1,81
13,5,35,3,3,2,22
